banking marketing,,,,,,,,,,,,,,,,,,
customer id and age.,,Customer salary and balance.,,Customer marital status and job with education level.,,particular customer before targeted or not,,Loan types: loans or housing loans,,Contact type,,month of contact,duration of call,,,,outcome of previous contact,response of customer after call happned
225,43,60000,205,divorced,"technician,unknown",no,no,yes,no,unknown,5,"may, 2017",1419 sec,1,-1,0,unknown,no
226,48,20000,278,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",125 sec,2,-1,0,unknown,no
227,58,100000,1065,married,"management,unknown",no,no,yes,no,unknown,5,"may, 2017",213 sec,3,-1,0,unknown,no
228,33,100000,34,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",27 sec,1,-1,0,unknown,no
229,36,20000,1033,married,"blue-collar,unknown",no,no,no,no,unknown,5,"may, 2017",238 sec,2,-1,0,unknown,no
230,53,70000,1467,divorced,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",124 sec,1,-1,0,unknown,no
231,47,20000,-12,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",18 sec,1,-1,0,unknown,no
232,31,70000,388,married,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",730 sec,2,-1,0,unknown,no
233,57,120000,294,married,"entrepreneur,secondary",yes,no,yes,no,unknown,5,"may, 2017",746 sec,2,-1,0,unknown,no
234,53,20000,1827,married,"blue-collar,unknown",no,no,no,no,unknown,5,"may, 2017",121 sec,1,-1,0,unknown,no
235,55,20000,627,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",247 sec,1,-1,0,unknown,no
236,45,20000,25,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",40 sec,1,-1,0,unknown,no
237,53,50000,315,divorced,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",181 sec,2,-1,0,unknown,no
238,37,20000,0,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",79 sec,1,-1,0,unknown,no
239,44,50000,66,divorced,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",206 sec,1,-1,0,unknown,no
240,49,20000,-9,divorced,"blue-collar,primary",yes,no,yes,yes,unknown,5,"may, 2017",389 sec,1,-1,0,unknown,no
241,46,60000,349,married,"technician,secondary",yes,no,yes,yes,unknown,5,"may, 2017",127 sec,1,-1,0,unknown,no
242,43,120000,100,married,"entrepreneur,unknown",no,no,yes,no,unknown,5,"may, 2017",702 sec,1,-1,0,unknown,no
243,38,50000,0,married,"admin.,secondary",yes,no,no,no,unknown,5,"may, 2017",151 sec,1,-1,0,unknown,no
244,43,60000,434,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",117 sec,1,-1,0,unknown,no
245,49,100000,3237,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",232 sec,3,-1,0,unknown,no
246,42,100000,275,married,"management,unknown",no,no,no,no,unknown,5,"may, 2017",408 sec,2,-1,0,unknown,no
247,22,20000,0,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",179 sec,2,-1,0,unknown,no
248,40,100000,207,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",39 sec,1,-1,0,unknown,no
249,39,20000,483,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",282 sec,1,-1,0,unknown,no
250,51,70000,2248,married,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",714 sec,2,-1,0,unknown,no
251,49,50000,428,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",50 sec,1,-1,0,unknown,no
252,53,20000,0,married,"blue-collar,secondary",yes,no,yes,yes,unknown,5,"may, 2017",181 sec,1,-1,0,unknown,no
253,34,70000,0,single,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",142 sec,1,-1,0,unknown,no
254,33,60000,140,divorced,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",227 sec,1,-1,0,unknown,no
255,50,100000,297,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",119 sec,1,-1,0,unknown,no
256,39,20000,279,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",361 sec,1,-1,0,unknown,no
257,59,120000,901,divorced,"entrepreneur,secondary",yes,no,yes,no,unknown,5,"may, 2017",73 sec,3,-1,0,unknown,no
258,30,60000,2573,single,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",67 sec,2,-1,0,unknown,no
259,36,70000,143,married,"services,secondary",yes,no,yes,yes,unknown,5,"may, 2017",350 sec,1,-1,0,unknown,no
260,40,20000,475,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",332 sec,2,-1,0,unknown,no
261,53,20000,70,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",611 sec,2,-1,0,unknown,no
262,34,100000,318,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",113 sec,2,-1,0,unknown,no
263,37,60000,275,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",132 sec,1,-1,0,unknown,no
264,42,100000,742,divorced,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",58 sec,3,-1,0,unknown,no
265,41,120000,236,married,"entrepreneur,primary",yes,no,yes,no,unknown,5,"may, 2017",151 sec,1,-1,0,unknown,no
266,30,4000,25,single,"student,tertiary",no,no,yes,no,unknown,5,"may, 2017",89 sec,2,-1,0,unknown,no
267,37,100000,600,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",152 sec,1,-1,0,unknown,no
268,39,50000,-349,divorced,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",611 sec,2,-1,0,unknown,no
269,41,20000,183,married,"blue-collar,primary",yes,no,yes,yes,unknown,5,"may, 2017",110 sec,2,-1,0,unknown,no
270,40,20000,0,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",463 sec,1,-1,0,unknown,no
271,42,100000,0,single,"management,tertiary",no,no,yes,yes,unknown,5,"may, 2017",562 sec,2,-1,0,unknown,yes
272,40,20000,0,divorced,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",962 sec,1,-1,0,unknown,no
273,57,60000,1078,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",10 sec,4,-1,0,unknown,no
274,56,120000,155,divorced,"entrepreneur,secondary",yes,no,no,no,unknown,5,"may, 2017",118 sec,3,-1,0,unknown,no
275,37,50000,190,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",92 sec,2,-1,0,unknown,no
276,59,55000,319,married,"retired,secondary",yes,no,yes,no,unknown,5,"may, 2017",143 sec,3,-1,0,unknown,no
277,39,70000,-185,divorced,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",189 sec,3,-1,0,unknown,no
278,49,70000,47,married,"services,secondary",yes,no,no,no,unknown,5,"may, 2017",234 sec,2,-1,0,unknown,no
279,38,70000,570,single,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",75 sec,2,-1,0,unknown,no
280,36,60000,19,married,"self-employed,tertiary",yes,no,no,no,unknown,5,"may, 2017",189 sec,2,-1,0,unknown,no
281,50,20000,61,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",621 sec,3,-1,0,unknown,no
282,41,50000,-62,married,"admin.,secondary",yes,no,yes,yes,unknown,5,"may, 2017",55 sec,2,-1,0,unknown,no
283,54,60000,258,married,"technician,tertiary",yes,no,no,no,unknown,5,"may, 2017",310 sec,4,-1,0,unknown,no
284,58,20000,76,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",156 sec,2,-1,0,unknown,no
285,30,20000,0,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",5 sec,2,-1,0,unknown,no
286,33,50000,352,single,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",225 sec,2,-1,0,unknown,no
287,47,50000,368,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",125 sec,2,-1,0,unknown,no
288,50,60000,339,single,"technician,tertiary",no,no,yes,no,unknown,5,"may, 2017",2 sec,3,-1,0,unknown,no
289,32,20000,1331,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",286 sec,2,-1,0,unknown,no
290,40,60000,672,married,"self-employed,secondary",yes,no,yes,no,unknown,5,"may, 2017",164 sec,2,-1,0,unknown,no
291,37,100000,58,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",98 sec,2,-1,0,unknown,no
292,54,60000,447,single,"technician,unknown",no,no,yes,no,unknown,5,"may, 2017",742 sec,2,-1,0,unknown,no
293,24,4000,423,single,"student,secondary",yes,no,yes,no,unknown,5,"may, 2017",226 sec,3,-1,0,unknown,no
294,54,100000,0,married,"management,tertiary",yes,no,no,no,unknown,5,"may, 2017",120 sec,2,-1,0,unknown,no
295,34,60000,19,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",362 sec,4,-1,0,unknown,no
296,56,60000,13,divorced,"technician,primary",yes,no,yes,no,unknown,5,"may, 2017",357 sec,2,-1,0,unknown,no
297,31,20000,3,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",200 sec,2,-1,0,unknown,no
298,24,4000,82,single,"student,secondary",yes,no,yes,no,unknown,5,"may, 2017",204 sec,2,-1,0,unknown,no
299,42,20000,28,divorced,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",126 sec,3,-1,0,unknown,no
300,57,60000,792,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",65 sec,2,-1,0,unknown,no
301,42,20000,408,married,"blue-collar,unknown",no,no,yes,no,unknown,5,"may, 2017",107 sec,2,-1,0,unknown,no
302,51,50000,531,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",267 sec,2,-1,0,unknown,no
303,57,55000,211,married,"retired,secondary",yes,no,yes,no,unknown,5,"may, 2017",248 sec,2,-1,0,unknown,no
304,36,70000,62,single,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",215 sec,2,-1,0,unknown,no
305,53,70000,257,married,"services,unknown",no,no,yes,no,unknown,5,"may, 2017",209 sec,2,-1,0,unknown,no
306,50,60000,1234,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",205 sec,2,-1,0,unknown,no
307,54,100000,313,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",83 sec,2,-1,0,unknown,no
308,55,20000,89,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",106 sec,3,-1,0,unknown,no
309,44,20000,129,married,"blue-collar,secondary",yes,no,yes,yes,unknown,5,"may, 2017",189 sec,2,-1,0,unknown,no
310,43,100000,0,married,"management,unknown",no,no,yes,no,unknown,5,"may, 2017",105 sec,2,-1,0,unknown,no
311,56,50000,353,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",106 sec,2,-1,0,unknown,no
312,54,60000,851,married,"technician,unknown",no,no,yes,no,unknown,5,"may, 2017",108 sec,2,-1,0,unknown,no
313,55,70000,96,divorced,"services,primary",yes,no,yes,yes,unknown,5,"may, 2017",311 sec,2,-1,0,unknown,no
314,37,70000,398,divorced,"services,secondary",yes,no,yes,yes,unknown,5,"may, 2017",214 sec,2,-1,0,unknown,no
315,33,50000,193,single,"admin.,tertiary",no,no,no,no,unknown,5,"may, 2017",132 sec,2,-1,0,unknown,no
316,46,50000,-358,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",358 sec,2,-1,0,unknown,no
317,36,20000,539,married,"blue-collar,secondary",yes,no,yes,yes,unknown,5,"may, 2017",453 sec,2,-1,0,unknown,no
318,51,60000,0,single,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",364 sec,2,-1,0,unknown,no
319,40,55000,0,single,"retired,primary",yes,no,no,no,unknown,5,"may, 2017",136 sec,2,-1,0,unknown,no
320,42,20000,490,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",386 sec,2,-1,0,unknown,no
321,51,20000,0,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",173 sec,2,-1,0,unknown,no
322,49,20000,403,married,"blue-collar,unknown",no,no,yes,no,unknown,5,"may, 2017",241 sec,2,-1,0,unknown,no
323,48,100000,161,married,"management,secondary",yes,no,yes,no,unknown,5,"may, 2017",224 sec,3,-1,0,unknown,no
324,32,60000,2558,divorced,"technician,tertiary",no,no,no,no,unknown,5,"may, 2017",148 sec,2,-1,0,unknown,no
325,31,50000,98,single,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",196 sec,2,-1,0,unknown,no
326,55,100000,115,single,"management,tertiary",no,no,no,no,unknown,5,"may, 2017",111 sec,4,-1,0,unknown,no
327,40,20000,436,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",231 sec,3,-1,0,unknown,no
328,47,60000,831,married,"technician,tertiary",yes,no,yes,no,unknown,5,"may, 2017",316 sec,3,-1,0,unknown,no
329,57,60000,206,married,"technician,unknown",no,no,yes,no,unknown,5,"may, 2017",216 sec,3,-1,0,unknown,no
330,41,20000,290,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",240 sec,2,-1,0,unknown,no
331,48,20000,1,married,"blue-collar,secondary",yes,no,no,no,unknown,5,"may, 2017",669 sec,3,-1,0,unknown,no
332,42,20000,57,married,"blue-collar,unknown",no,no,yes,no,unknown,5,"may, 2017",425 sec,2,-1,0,unknown,no
333,30,20000,-457,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",143 sec,2,-1,0,unknown,no
334,58,100000,1387,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",174 sec,5,-1,0,unknown,no
335,45,100000,24598,divorced,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",313 sec,3,-1,0,unknown,no
336,49,20000,30,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",135 sec,4,-1,0,unknown,no
337,42,50000,1022,single,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",146 sec,2,-1,0,unknown,no
338,53,60000,56,married,"technician,secondary",yes,no,yes,yes,unknown,5,"may, 2017",152 sec,2,-1,0,unknown,no
339,51,50000,-2,single,"admin.,secondary",yes,yes,no,no,unknown,5,"may, 2017",402 sec,3,-1,0,unknown,no
340,32,70000,121,single,"services,secondary",yes,no,yes,no,unknown,5,"may, 2017",213 sec,2,-1,0,unknown,no
341,41,20000,842,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",144 sec,3,-1,0,unknown,no
342,43,100000,693,divorced,"management,secondary",yes,no,yes,no,unknown,5,"may, 2017",124 sec,3,-1,0,unknown,no
343,40,20000,-333,divorced,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",183 sec,2,-1,0,unknown,no
344,50,20000,1533,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",325 sec,2,-1,0,unknown,no
345,34,100000,46,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",39 sec,4,-1,0,unknown,no
346,53,70000,18,married,"services,unknown",no,no,no,no,unknown,5,"may, 2017",503 sec,2,-1,0,unknown,no
347,45,60000,44,married,"technician,secondary",yes,no,yes,no,unknown,5,"may, 2017",95 sec,4,-1,0,unknown,no
348,39,20000,-100,married,"blue-collar,primary",yes,no,yes,no,unknown,5,"may, 2017",680 sec,2,-1,0,unknown,no
349,44,70000,510,married,"services,tertiary",yes,no,yes,no,unknown,5,"may, 2017",421 sec,4,-1,0,unknown,no
350,55,100000,685,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",174 sec,3,-1,0,unknown,no
351,46,100000,187,single,"management,tertiary",no,no,yes,no,unknown,5,"may, 2017",113 sec,2,-1,0,unknown,no
352,45,20000,66,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",808 sec,2,-1,0,unknown,no
353,34,50000,560,married,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",198 sec,3,-1,0,unknown,no
354,36,20000,0,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",195 sec,2,-1,0,unknown,no
355,59,0,27,divorced,"unknown,unknown",no,no,no,no,unknown,5,"may, 2017",347 sec,3,-1,0,unknown,no
356,31,50000,12,single,"admin.,secondary",yes,no,yes,no,unknown,5,"may, 2017",208 sec,2,-1,0,unknown,no
357,44,20000,34,single,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",404 sec,4,-1,0,unknown,no
358,33,120000,1068,single,"entrepreneur,tertiary",no,no,yes,no,unknown,5,"may, 2017",396 sec,2,-1,0,unknown,no
359,40,20000,211,married,"blue-collar,secondary",yes,no,yes,no,unknown,5,"may, 2017",216 sec,4,-1,0,unknown,no
360,46,50000,377,single,"admin.,tertiary",no,no,yes,no,unknown,5,"may, 2017",98 sec,2,-1,0,unknown,no
361,48,100000,263,married,"management,tertiary",yes,no,yes,no,unknown,5,"may, 2017",350 sec,2,-1,0,unknown,no
362,42,70000,1263,married,"services,secondary",yes,no,yes,no,unknown,6,"may, 2017",114 sec,2,-1,0,unknown,no
363,27,70000,8,married,"services,secondary",yes,no,yes,no,unknown,6,"may, 2017",88 sec,3,-1,0,unknown,no
364,48,50000,126,married,"admin.,secondary",yes,no,yes,yes,unknown,6,"may, 2017",379 sec,2,-1,0,unknown,no
365,59,50000,230,married,"admin.,secondary",yes,no,yes,no,unknown,6,"may, 2017",190 sec,3,-1,0,unknown,no
366,46,60000,841,married,"technician,tertiary",yes,no,yes,no,unknown,6,"may, 2017",158 sec,1,-1,0,unknown,no
367,38,50000,308,divorced,"admin.,secondary",yes,no,yes,no,unknown,6,"may, 2017",102 sec,1,-1,0,unknown,no
368,43,100000,1,divorced,"management,tertiary",no,no,yes,no,unknown,6,"may, 2017",306 sec,1,-1,0,unknown,no
369,38,50000,86,divorced,"admin.,tertiary",no,no,yes,no,unknown,6,"may, 2017",218 sec,1,-1,0,unknown,no
370,23,4000,157,single,"student,secondary",yes,no,yes,no,unknown,6,"may, 2017",54 sec,1,-1,0,unknown,no
371,34,70000,22,married,"services,secondary",yes,no,yes,no,unknown,6,"may, 2017",344 sec,1,-1,0,unknown,no
372,38,50000,46,married,"admin.,secondary",yes,no,yes,yes,unknown,6,"may, 2017",195 sec,1,-1,0,unknown,no
373,37,20000,1293,married,"blue-collar,secondary",yes,no,no,no,unknown,6,"may, 2017",652 sec,1,-1,0,unknown,no
374,25,50000,122,single,"admin.,secondary",yes,no,yes,no,unknown,6,"may, 2017",286 sec,1,-1,0,unknown,no
375,48,20000,131,married,"blue-collar,unknown",no,no,yes,no,unknown,6,"may, 2017",189 sec,1,-1,0,unknown,no
376,49,20000,143,single,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",83 sec,1,-1,0,unknown,no
377,38,50000,393,single,"admin.,secondary",yes,no,no,no,unknown,6,"may, 2017",184 sec,2,-1,0,unknown,no
378,43,20000,98,married,"blue-collar,primary",yes,no,yes,no,unknown,6,"may, 2017",235 sec,1,-1,0,unknown,no
379,33,100000,0,married,"management,tertiary",yes,no,yes,no,unknown,6,"may, 2017",290 sec,1,-1,0,unknown,no
380,55,20000,224,married,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",232 sec,1,-1,0,unknown,no
381,38,20000,757,married,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",133 sec,1,-1,0,unknown,no
382,49,70000,245,married,"services,secondary",yes,no,yes,yes,unknown,6,"may, 2017",318 sec,1,-1,0,unknown,no
383,40,100000,8486,married,"management,secondary",yes,no,no,no,unknown,6,"may, 2017",260 sec,3,-1,0,unknown,no
384,43,50000,350,married,"admin.,unknown",no,no,no,no,unknown,6,"may, 2017",437 sec,1,-1,0,unknown,no
385,38,20000,20,married,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",402 sec,1,-1,0,unknown,no
386,58,70000,1667,married,"services,secondary",yes,no,yes,yes,unknown,6,"may, 2017",85 sec,1,-1,0,unknown,no
387,57,60000,345,married,"technician,unknown",no,no,yes,no,unknown,6,"may, 2017",125 sec,1,-1,0,unknown,no
388,32,8000,10,married,"unemployed,secondary",yes,no,yes,no,unknown,6,"may, 2017",501 sec,4,-1,0,unknown,no
389,56,100000,830,married,"management,tertiary",yes,no,yes,yes,unknown,6,"may, 2017",1201 sec,1,-1,0,unknown,yes
390,58,20000,29,divorced,"blue-collar,unknown",no,no,yes,no,unknown,6,"may, 2017",253 sec,1,-1,0,unknown,no
391,60,55000,545,divorced,"retired,secondary",yes,no,yes,no,unknown,6,"may, 2017",1030 sec,1,-1,0,unknown,yes
392,37,60000,8730,married,"technician,tertiary",yes,no,yes,no,unknown,6,"may, 2017",149 sec,1,-1,0,unknown,no
393,46,60000,477,divorced,"technician,tertiary",no,no,yes,no,unknown,6,"may, 2017",114 sec,1,-1,0,unknown,no
394,27,50000,4,married,"admin.,secondary",yes,no,yes,no,unknown,6,"may, 2017",243 sec,1,-1,0,unknown,no
395,43,20000,1205,married,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",769 sec,2,-1,0,unknown,no
396,32,60000,0,single,"technician,secondary",yes,no,yes,yes,unknown,6,"may, 2017",135 sec,3,-1,0,unknown,no
397,40,50000,263,single,"admin.,secondary",yes,no,yes,no,unknown,6,"may, 2017",231 sec,1,-1,0,unknown,no
398,38,50000,1,married,"admin.,secondary",yes,no,no,no,unknown,6,"may, 2017",76 sec,1,-1,0,unknown,no
399,34,20000,283,married,"blue-collar,secondary",yes,no,no,yes,unknown,6,"may, 2017",199 sec,1,-1,0,unknown,no
400,47,20000,206,married,"blue-collar,primary",yes,no,yes,no,unknown,6,"may, 2017",152 sec,1,-1,0,unknown,no
401,42,16000,17,married,"housemaid,primary",yes,no,yes,no,unknown,6,"may, 2017",124 sec,1,-1,0,unknown,no
402,48,60000,141,married,"technician,secondary",yes,no,yes,yes,unknown,6,"may, 2017",424 sec,1,-1,0,unknown,no
403,29,60000,16,single,"self-employed,tertiary",no,no,yes,no,unknown,6,"may, 2017",43 sec,1,-1,0,unknown,no
404,50,70000,206,married,"services,secondary",yes,no,yes,no,unknown,6,"may, 2017",154 sec,1,-1,0,unknown,no
405,52,60000,7,married,"technician,unknown",no,no,no,no,unknown,6,"may, 2017",203 sec,2,-1,0,unknown,no
406,50,100000,0,married,"management,tertiary",yes,no,no,no,unknown,6,"may, 2017",326 sec,1,-1,0,unknown,no
407,58,55000,0,married,"retired,tertiary",yes,no,no,no,unknown,6,"may, 2017",393 sec,1,-1,0,unknown,no
408,46,20000,1927,divorced,"blue-collar,primary",yes,no,yes,no,unknown,6,"may, 2017",241 sec,3,-1,0,unknown,no
409,38,60000,284,married,"technician,secondary",yes,no,yes,no,unknown,6,"may, 2017",483 sec,1,-1,0,unknown,no
410,46,20000,1660,married,"blue-collar,secondary",yes,no,yes,no,unknown,6,"may, 2017",259 sec,1,-1,0,unknown,no
